Gatorade Classic Thirst Quencher Variety Pack 12 Fl Oz (Pack of 24), 2021/01/10,32.99
Gatorade Classic Thirst Quencher Variety Pack 12 Fl Oz (Pack of 24), 2021/01/11,28.593333333333334
Gatorade Classic Thirst Quencher Variety Pack 12 Fl Oz (Pack of 24), 2021/01/12,11.85
Gatorade Classic Thirst Quencher Variety Pack 12 Fl Oz (Pack of 24), 2021/01/13,12.696666666666667
Gatorade Classic Thirst Quencher Variety Pack 12 Fl Oz (Pack of 24), 2021/01/14,12.572000000000001
Gatorade Classic Thirst Quencher Variety Pack 12 Fl Oz (Pack of 24), 2021/01/15,23.403333333333332
Gatorade Classic Thirst Quencher Variety Pack 12 Fl Oz (Pack of 24), 2021/01/16,27.4275
Gatorade Classic Thirst Quencher Variety Pack 12 Fl Oz (Pack of 24), 2021/01/17,25.354
Gatorade Classic Thirst Quencher Variety Pack 12 Fl Oz (Pack of 24), 2021/01/18,22.403333333333332
Gatorade Classic Thirst Quencher Variety Pack 12 Fl Oz (Pack of 24), 2021/01/19,12.51857142857143
Gatorade Classic Thirst Quencher Variety Pack 12 Fl Oz (Pack of 24), 2021/01/20,12.05
Gatorade Classic Thirst Quencher Variety Pack 12 Fl Oz (Pack of 24), 2021/01/24,13.99
Gatorade Classic Thirst Quencher Variety Pack 12 Fl Oz (Pack of 24), 2021/01/26,12.385
Gatorade Classic Thirst Quencher Variety Pack 12 Fl Oz (Pack of 24), 2021/01/28,10.78
Gatorade Classic Thirst Quencher Variety Pack 12 Fl Oz (Pack of 24), 2021/01/29,16.906666666666666
Gatorade Classic Thirst Quencher Variety Pack 12 Fl Oz (Pack of 24), 2021/01/30,16.648333333333333
Gatorade Classic Thirst Quencher Variety Pack 12 Fl Oz (Pack of 24), 2021/01/31,25.0775
Gatorade Classic Thirst Quencher Variety Pack 12 Fl Oz (Pack of 24), 2021/02/01,26.4
Gatorade Classic Thirst Quencher Variety Pack 12 Fl Oz (Pack of 24), 2021/02/02,26.435000000000002
Gatorade Classic Thirst Quencher Variety Pack 12 Fl Oz (Pack of 24), 2021/02/03,25.866666666666664
Gatorade Classic Thirst Quencher Variety Pack 12 Fl Oz (Pack of 24), 2021/02/04,22.443333333333335
Gatorade Classic Thirst Quencher Variety Pack 12 Fl Oz (Pack of 24), 2021/02/05,25.286666666666665
Gatorade Classic Thirst Quencher Variety Pack 12 Fl Oz (Pack of 24), 2021/02/06,23.114
Gatorade Classic Thirst Quencher Variety Pack 12 Fl Oz (Pack of 24), 2021/02/07,24.238749999999996
Gatorade Classic Thirst Quencher Variety Pack 12 Fl Oz (Pack of 24), 2021/02/08,22.2225
Gatorade Classic Thirst Quencher Variety Pack 12 Fl Oz (Pack of 24), 2021/02/09,21.38285714285714
Gatorade Classic Thirst Quencher Variety Pack 12 Fl Oz (Pack of 24), 2021/02/10,15.989999999999998
Gatorade Classic Thirst Quencher Variety Pack 12 Fl Oz (Pack of 24), 2021/02/12,12.05
Gatorade Classic Thirst Quencher Variety Pack 12 Fl Oz (Pack of 24), 2021/02/15,17.111818181818183
Gatorade Classic Thirst Quencher Variety Pack 12 Fl Oz (Pack of 24), 2021/02/16,19.746
Gatorade Classic Thirst Quencher Variety Pack 12 Fl Oz (Pack of 24), 2021/02/19,34.74
Gatorade Classic Thirst Quencher Variety Pack 12 Fl Oz (Pack of 24), 2021/02/20,32.49
Gatorade Classic Thirst Quencher Variety Pack 12 Fl Oz (Pack of 24), 2021/02/21,32.99
Gatorade Classic Thirst Quencher Variety Pack 12 Fl Oz (Pack of 24), 2021/02/22,30.904285714285717
Gatorade Classic Thirst Quencher Variety Pack 12 Fl Oz (Pack of 24), 2021/02/23,25.992
Gatorade Classic Thirst Quencher Variety Pack 12 Fl Oz (Pack of 24), 2021/02/24,26.2025
Gatorade Classic Thirst Quencher Variety Pack 12 Fl Oz (Pack of 24), 2021/02/25,21.76384615384615
Gatorade Classic Thirst Quencher Variety Pack 12 Fl Oz (Pack of 24), 2021/02/26,11.963333333333333
Gatorade Classic Thirst Quencher Variety Pack 12 Fl Oz (Pack of 24), 2021/02/28,13.99
Gatorade Classic Thirst Quencher Variety Pack 12 Fl Oz (Pack of 24), 2021/03/01,10.95
Gatorade Classic Thirst Quencher Variety Pack 12 Fl Oz (Pack of 24), 2021/03/11,15.48
